hhid,today,coffee_farm_manager,survey_agreed,woredaname,kebele_def,farm_owner,coop_f,coop_m,edu_wh,edu_hw,gpslatitude_deidentified,gpslongitude_deidentified,farm_area_total,coffeefarm_area_total,num_coffee_fields,ao_ls_7,washed_arabica_production,trainings3,income_from_coffee_mod,coffeetrees
5750515,09-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6538978,38.290925,2,1,2,1,300,1,50%,2500
5750516,09-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6559406,38.292866,2,1,3,10,150,1,50%,2500
5750517,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6250859,38.299019,1,0.5,1,2,120,1,>25% and <50%,1250
5750518,13-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6548563,38.29242,0.25,0.13,1,0,,1,25%,325
5750520,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.6268836,38.299676,1,0.5,1,3,100,1,50%,1250
5750521,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6539808,38.292733,2,1,2,4,1000,1,>50%,2500
5750522,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6531449,38.294327,1,0.5,2,1,200,1,>25% and <50%,1250
5750524,09-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6543508,38.291913,2,1,2,4,500,1,50%,2500
5750525,09-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6572676,38.293538,0.5,0.25,1,0,50,1,50%,625
5750543,13-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Woman (wife),No,,No Education,,5.6551176,38.29258,0.5,0.25,1,1,,1,25%,625
5750601,20-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Man (husband),,No,,Elementary - Grade 1-6,5.611754,38.305367,0.5,0.25,1,0,400,1,25%,625
5750603,11-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Man (husband),,No,,Elementary - Grade 1-6,5.6116296,38.304379,1,0.5,1,1,250,1,25%,1250
5750604,10-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6141163,38.303341,1,0.5,2,4,400,1,50%,1250
5750605,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,National exam + 1 year vocational - Grade 10+1,5.6087962,38.305096,0.5,0.25,1,0,150,1,>25% and <50%,625
5750606,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.6090499,38.304543,0.5,0.25,1,2,570,1,50%,625
5750608,23-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.6112519,38.302636,1,0.5,2,3,100,1,50%,1250
5750609,21-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.611146,38.305901,4.5,3,3,10,500,1,>50%,7500
5750610,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6117364,38.30515,0.5,0.25,1,0,,1,25%,625
5750611,20-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,No Education,No Education,5.610581,38.303673,2,1,2,3,3000,1,50%,2500
5750615,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6146942,38.304947,1,0.5,1,1,500,1,>25% and <50%,1250
5750616,14-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6126753,38.305501,0.5,0.25,1,0,100,1,25%,625
5750617,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6142178,38.303505,1.5,1,2,0,500,1,>25% and <50%,2500
5750618,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6148072,38.305379,1,0.5,1,0,500,1,>25% and <50%,1250
5750619,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.6148082,38.302449,1,0.5,2,4,400,1,>25% and <50%,1250
5750620,25-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.613606,38.304303,1,0.5,1,0,300,1,25%,1250
5750621,11-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6135007,38.304539,2,1,1,12,800,1,50%,2500
5750623,25-May-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Woman (wife),No,No,No Education,No Education,5.6150866,38.30547,0.25,0.13,2,0,,1,25%,325
5750630,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.6148186,38.30309,0.69999999,0.40000001,2,2,550,1,>50%,1000
5750631,18-Apr-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Basic informal education,5.613082,38.306378,1,0.5,2,4,300,0,50%,1250
5750701,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.6111885,38.308346,2,1,2,0,3000,1,50%,2500
5750703,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.6113363,38.306824,1,0.5,1,2,600,1,50%,1250
5750704,25-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,No Education,National exam + 3 years vocational - Grade 10+3,5.6223741,38.301488,1,0.5,1,0,450,1,50%,1250
5750705,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Man (husband),No,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.6113644,38.307019,1,0.5,1,0,500,1,>25% and <50%,1250
5750706,17-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6123858,38.306454,1,0.5,2,0,400,1,50%,1250
5750707,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6142779,38.307431,2,1,2,4,1000,1,50%,2500
5750708,22-Jun-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Woman (wife),Yes,,No Education,,5.6211167,38.300778,0.5,0.25,1,0,200,1,25%,625
5750709,22-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.612989,38.309632,1,0.5,3,1,1000,1,50%,1250
5750710,14-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Basic informal education,Basic informal education,5.6100622,38.307091,1,0.5,1,4,400,1,50%,1250
5750711,25-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,National exam + 1 year vocational - Grade 10+1,5.622233,38.300931,2,1,1,6,1000,1,>50%,2500
5750713,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6109591,38.306328,2,1,2,5,2000,1,50%,2500
5750715,22-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6130429,38.307049,1,0.5,3,0,600,1,50%,1250
5750716,24-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6079217,38.307618,1,0.5,1,0,500,1,50%,1250
5750717,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6111184,38.307755,1,0.5,1,0,600,1,>25% and <50%,1250
5750719,23-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,National exam + 1 year vocational - Grade 10+1,5.6084495,38.306878,0.5,0.25,1,6,255,1,25%,625
5750720,24-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,No Education,5.6096292,38.30655,0.25,0.12,1,3,150,1,25%,300
5750721,25-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6199871,38.298558,1,0.5,1,1,200,1,50%,1250
5750722,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,No Education,No Education,5.6202074,38.302304,2,1,2,8,500,1,50%,2500
5750723,14-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,National exam + 1 year vocational - Grade 10+1,5.6075397,38.307259,1,0.5,3,2,800,1,50%,1250
5750724,22-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,High School - Grade 9-10,High School - Grade 9-10,5.607544,38.306977,1,0.5,2,1,1000,1,50%,1250
5750726,14-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6076976,38.307519,0.5,0.25,1,0,50,1,25%,625
5750728,20-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,High School - Grade 9-10,Elementary - Grade 1-6,5.6142159,38.307995,2,1,3,7,150,1,50%,2500
5750730,24-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 2 years vocational - Grade 10+2,5.6085001,38.307519,0.5,0.25,1,1,100,0,50%,625
5750801,19-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.619309,38.307618,4.5,0.5,1,15,,1,100%,1250
5750803,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6166044,38.305688,2,1,2,4,800,1,<25%,2500
5750804,01-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6170245,38.30843,3,2,3,2,1050,1,50%,5000
5750805,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6181017,38.307778,2,1,2,3,380,1,50%,2500
5750806,03-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6175528,38.305283,1.5,1,1,0,2200,1,50%,2500
5750807,21-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.6180907,38.309479,1,0.5,1,0,1200,1,50%,1250
5750808,27-Mar-20,Joint with other family members,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,Yes,Yes,No Education,National exam + 1 year vocational - Grade 10+1,5.6148086,38.301507,1,0.5,1,5,520,1,50%,1250
5750810,26-Mar-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Woman (wife),No,,No Education,,5.617785,38.306531,1.5,1,1,0,1600,1,50%,2500
5750812,21-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6162534,38.308564,2,1,2,5,500,1,50%,2500
5750813,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6155854,38.306058,0.5,0.25,1,1,180,1,<25%,625
5750816,10-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,No Education,Elementary - Grade 1-6,5.6161676,38.305523,1,0.5,1,0,200,1,50%,1250
5750817,19-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6174508,38.304394,0.5,0.25,1,0,362,1,50%,625
5750819,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.6167441,38.308117,1,0.5,2,5,470,1,>25% and <50%,1250
5750822,19-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.617725,38.308384,0.5,0.25,1,1,250,1,50%,625
5750823,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.6207648,38.307618,1,0.5,2,8,600,1,50%,1250
5750824,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.6178294,38.306862,1.6,0.80000001,2,4,,1,50%,2000
5750825,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6201297,38.30769,0.5,0.30000001,1,1,100,1,50%,750
5750826,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Elementary - Grade 1-6,5.6158725,38.305718,0.5,0.25,1,0,220,1,25%,625
5750830,10-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6197968,38.302132,1,0.5,1,2,500,1,50%,1250
5750831,20-Mar-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Man (husband),,No,,Elementary - Grade 1-6,5.6194654,38.30711,0.60000002,0.30000001,1,2,150,1,>25% and <50%,750
5751002,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.6542922,38.300522,1,0.5,1,3,,1,50%,1250
5751003,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6529494,38.300728,2,1,3,0,2000,1,100%,2500
5751004,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6549798,38.30415,1,0.5,1,5,200,1,>25% and <50%,1250
5751005,13-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.6518942,38.298535,1,0.5,1,1,250,1,>25% and <50%,1250
5751007,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6545091,38.300816,1,0.5,1,0,300,1,50%,1250
5751008,10-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6535779,38.299832,2,1,1,2,60,1,50%,2500
5751009,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6523705,38.298752,4,2,1,6,1000,1,50%,5000
5751010,13-Jul-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.6515189,38.298718,2,1,1,0,500,1,>50%,2500
5751012,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,No Education,No Education,5.6537543,38.30262,0.5,0.25,1,0,120,1,>25% and <50%,625
5751013,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6539155,38.303338,1,0.5,2,2,500,1,25%,1250
5751015,16-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6233955,38.298131,1,0.5,1,0,600,1,>25% and <50%,1250
5751016,13-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6552788,38.303792,1,0.5,1,0,520,1,50%,1250
5751017,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6559335,38.303155,1,0.5,1,0,200,1,25%,1250
5751019,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.6544901,38.301434,1,0.5,2,2,200,1,100%,1250
5751020,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6530848,38.304204,0.5,0.25,1,4,2000,1,>25% and <50%,625
5751021,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,,No Education,,5.6534816,38.302922,0.25,0.12,1,0,100,1,>25% and <50%,300
5751024,11-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,National exam + 1 year vocational - Grade 10+1,5.652279,38.299477,1,0.5,1,2,300,1,50%,1250
5751033,16-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.623366,38.29823,1,0.5,1,0,200,1,50%,1250
5760104,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.6371618,38.297265,1.5,1,1,0,200,1,>25% and <50%,2500
5760105,04-Mar-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6338964,38.295273,2,2,3,2,400,1,50%,5000
5760109,26-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6334544,38.295743,1,1,1,1,200,1,>25% and <50%,2500
5760122,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.6363927,38.298504,2.5,1,1,0,,1,>25% and <50%,2500
5760124,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6325694,38.296044,1,0.5,1,0,,1,>25% and <50%,1250
5760125,05-Mar-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Basic informal education,Elementary - Grade 1-6,5.6353136,38.294808,0.5,0.5,2,1,400,1,>25% and <50%,1250
5760126,05-Mar-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Basic informal education,Elementary - Grade 1-6,5.6376334,38.297616,2.5,1.5,2,2,500,1,>25% and <50%,3750
5760127,30-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.6285029,38.307309,1.5,1,2,1,120,1,<25%,2500
5760128,27-Feb-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Basic informal education,Elementary - Grade 1-6,5.6367336,38.293507,2,0.5,2,1,1000,1,>50%,1250
5760139,04-Mar-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6329113,38.296887,2,2,1,4,500,0,>25% and <50%,5000
5760201,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6431475,38.293381,1,1,1,10,500,1,>25% and <50%,2500
5760203,30-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.641677,38.293061,1,0.5,2,0,300,1,>25% and <50%,1250
5760205,02-Mar-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,High School - Grade 9-10,5.6430393,38.293824,1,0.5,1,3,200,1,>50%,1250
